country,year,estimate,hi,lo
USA,2016,NA,NA,NA
USA,2017,NA,NA,NA
UZB,2009,NA,0,0.01
UZB,2010,0,0.12,0.16
UZB,2011,0.09,0.58,0.73
UZB,2012,0.46,0.54,0.72
UZB,2013,0.4,0.48,0.63
UZB,2014,0.38,0.84,0.95
UZB,2015,0.66,0.76,0.95
UZB,2016,0.61,0.74,0.9
UZB,2017,0.59,0.56,0.7
VCT,2009,NA,NA,NA
VCT,2010,NA,NA,NA
VCT,2011,NA,NA,NA
VCT,2012,NA,NA,NA
VCT,2013,NA,NA,NA
VCT,2014,NA,NA,NA
VCT,2015,NA,NA,NA
VCT,2016,NA,NA,NA
VCT,2017,NA,NA,NA
VEN,2009,NA,NA,NA
VEN,2010,NA,NA,NA
VEN,2011,NA,NA,NA
VEN,2012,NA,NA,NA
VEN,2013,NA,NA,NA
VEN,2014,NA,NA,NA
VEN,2015,NA,NA,NA
VEN,2016,NA,NA,NA
VEN,2017,NA,NA,NA
VNM,2009,NA,NA,NA
VNM,2010,NA,NA,NA
VNM,2011,NA,0.31,0.37
VNM,2012,0.26,0.3,0.36
VNM,2013,0.25,0.63,0.77
VNM,2014,0.53,0.41,0.48
VNM,2015,0.35,0.49,0.58
VNM,2016,0.42,0.49,0.58
VNM,2017,0.41,0.31,0.36
VUT,2009,NA,NA,NA
VUT,2010,NA,NA,NA
VUT,2011,NA,NA,NA
VUT,2012,NA,NA,NA
VUT,2013,NA,NA,NA
VUT,2014,NA,NA,NA
VUT,2015,NA,NA,NA
VUT,2016,NA,NA,NA
VUT,2017,NA,NA,NA
WSM,2009,NA,NA,NA
WSM,2010,NA,NA,NA
WSM,2011,NA,NA,NA
WSM,2012,NA,NA,NA
WSM,2013,NA,NA,NA
WSM,2014,NA,NA,NA
WSM,2015,NA,NA,NA
WSM,2016,NA,NA,NA
WSM,2017,NA,NA,NA
XKX,2009,NA,NA,NA
XKX,2010,NA,NA,NA
XKX,2011,NA,NA,NA
XKX,2012,NA,NA,NA
XKX,2013,NA,NA,NA
XKX,2014,NA,NA,NA
XKX,2015,NA,NA,NA
XKX,2016,NA,NA,NA
XKX,2017,NA,NA,NA
YEM,2009,NA,NA,NA
YEM,2010,NA,NA,NA
YEM,2011,NA,NA,NA
YEM,2012,NA,NA,NA
YEM,2013,NA,NA,NA
YEM,2014,NA,NA,NA
YEM,2015,NA,NA,NA
YEM,2016,NA,NA,NA
YEM,2017,NA,NA,NA
ZAF,2009,NA,NA,NA
ZAF,2010,NA,0.66,0.88
ZAF,2011,0.56,0.65,0.86
ZAF,2012,0.54,0.89,0.95
ZAF,2013,0.75,0.75,0.95
ZAF,2014,0.63,0.86,0.95
ZAF,2015,0.73,0.95,0.95
ZAF,2016,0.95,0.79,0.95
ZAF,2017,0.67,0.95,0.95
ZMB,2009,NA,0.59,0.7
ZMB,2010,0.53,0.27,0.32
ZMB,2011,0.24,0.7,0.84
ZMB,2012,0.63,0.74,0.88
ZMB,2013,0.67,0.64,0.76
ZMB,2014,0.57,0.91,0.95
ZMB,2015,0.81,0.43,0.52
ZMB,2016,0.39,0.43,0.51
ZMB,2017,0.39,0.46,0.54
ZWE,2009,NA,NA,NA
ZWE,2010,NA,0.12,0.15
ZWE,2011,0.1,0.23,0.28
ZWE,2012,0.2,0.38,0.47
ZWE,2013,0.33,0.57,0.7
ZWE,2014,0.49,0.54,0.67
ZWE,2015,0.47,0.59,0.73
ZWE,2016,0.51,0.71,0.88
ZWE,2017,0.62,0.65,0.81
